HealthTopic,Population,Indicator,Unit,Time,RegionCode,RegionName,NumValue,TxtValue
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,"R - resistant isolates, percentage  ",%,2000,PT,Portugal,-,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,"R - resistant isolates, percentage  ",%,2001,PT,Portugal,3.31125827,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,"R - resistant isolates, percentage  ",%,2002,PT,Portugal,1.16279069,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,"R - resistant isolates, percentage  ",%,2003,PT,Portugal,1.72413793,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,"R - resistant isolates, percentage  ",%,2004,PT,Portugal,3.6231884,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,"R - resistant isolates, percentage  ",%,2005,PT,Portugal,0.660066,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,"R - resistant isolates, percentage  ",%,2006,PT,Portugal,1.28205128,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,"R - resistant isolates, percentage  ",%,2007,PT,Portugal,2.59365994,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,"R - resistant isolates, percentage  ",%,2008,PT,Portugal,4.44444444,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,"R - resistant isolates, percentage  ",%,2009,PT,Portugal,6.6518847,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,"R - resistant isolates, percentage  ",%,2010,PT,Portugal,17.29323308,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,"R - resistant isolates, percentage  ",%,2011,PT,Portugal,24.20814479,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,"R - resistant isolates, percentage  ",%,2012,PT,Portugal,12.31155778,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,"R - resistant isolates, percentage  ",%,2013,PT,Portugal,7.45967741,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,"R - resistant isolates, percentage  ",%,2014,PT,Portugal,1.79910044,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,"R - resistant isolates, percentage  ",%,2015,PT,Portugal,2.42557883,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,"R - resistant isolates, percentage  ",%,2016,PT,Portugal,0.85365853,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,"R - resistant isolates, percentage  ",%,2017,PT,Portugal,1.30391173,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,"R - resistant isolates, percentage  ",%,2018,PT,Portugal,2.51572327,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,"R - resistant isolates, percentage  ",%,2019,PT,Portugal,0.46783625,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,"R - resistant isolates, percentage  ",%,2020,PT,Portugal,0.51072522,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,S - susceptible isolates,N,2000,PT,Portugal,0,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,S - susceptible isolates,N,2001,PT,Portugal,144,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,S - susceptible isolates,N,2002,PT,Portugal,84,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,S - susceptible isolates,N,2003,PT,Portugal,277,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,S - susceptible isolates,N,2004,PT,Portugal,263,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,S - susceptible isolates,N,2005,PT,Portugal,301,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,S - susceptible isolates,N,2006,PT,Portugal,307,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,S - susceptible isolates,N,2007,PT,Portugal,334,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,S - susceptible isolates,N,2008,PT,Portugal,387,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,S - susceptible isolates,N,2009,PT,Portugal,421,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,S - susceptible isolates,N,2010,PT,Portugal,330,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,S - susceptible isolates,N,2011,PT,Portugal,335,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,S - susceptible isolates,N,2012,PT,Portugal,349,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,S - susceptible isolates,N,2013,PT,Portugal,458,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,S - susceptible isolates,N,2014,PT,Portugal,654,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,S - susceptible isolates,N,2015,PT,Portugal,883,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,S - susceptible isolates,N,2016,PT,Portugal,812,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,S - susceptible isolates,N,2017,PT,Portugal,984,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,S - susceptible isolates,N,2018,PT,Portugal,928,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,S - susceptible isolates,N,2019,PT,Portugal,848,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,S - susceptible isolates,N,2020,PT,Portugal,972,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,Total tested isolates,N,2000,PT,Portugal,0,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,Total tested isolates,N,2001,PT,Portugal,151,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,Total tested isolates,N,2002,PT,Portugal,86,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,Total tested isolates,N,2003,PT,Portugal,290,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,Total tested isolates,N,2004,PT,Portugal,276,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,Total tested isolates,N,2005,PT,Portugal,303,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,Total tested isolates,N,2006,PT,Portugal,312,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,Total tested isolates,N,2007,PT,Portugal,347,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,Total tested isolates,N,2008,PT,Portugal,405,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,Total tested isolates,N,2009,PT,Portugal,451,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,Total tested isolates,N,2010,PT,Portugal,399,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,Total tested isolates,N,2011,PT,Portugal,442,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,Total tested isolates,N,2012,PT,Portugal,398,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,Total tested isolates,N,2013,PT,Portugal,496,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,Total tested isolates,N,2014,PT,Portugal,667,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,Total tested isolates,N,2015,PT,Portugal,907,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,Total tested isolates,N,2016,PT,Portugal,820,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,Total tested isolates,N,2017,PT,Portugal,997,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,Total tested isolates,N,2018,PT,Portugal,954,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,Total tested isolates,N,2019,PT,Portugal,855,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,Total tested isolates,N,2020,PT,Portugal,979,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness age,%,2000,PT,Portugal,-,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness age,%,2001,PT,Portugal,92.72727272,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness age,%,2002,PT,Portugal,87.80487804,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness age,%,2003,PT,Portugal,90.23529411,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness age,%,2004,PT,Portugal,89.89169675,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness age,%,2005,PT,Portugal,97.6054732,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness age,%,2006,PT,Portugal,95.32608695,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness age,%,2007,PT,Portugal,93.5576923,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness age,%,2008,PT,Portugal,67.45762711,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness age,%,2009,PT,Portugal,100,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness age,%,2010,PT,Portugal,97.16758457,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness age,%,2011,PT,Portugal,100,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness age,%,2012,PT,Portugal,100,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness age,%,2013,PT,Portugal,99.43760984,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness age,%,2014,PT,Portugal,92.24890829,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness age,%,2015,PT,Portugal,96.55026455,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness age,%,2016,PT,Portugal,99.8732305,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness age,%,2017,PT,Portugal,98.87927644,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness age,%,2018,PT,Portugal,99.25512104,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness age,%,2019,PT,Portugal,98.22597676,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness age,%,2020,PT,Portugal,100,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness gender,%,2000,PT,Portugal,-,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness gender,%,2001,PT,Portugal,99.31818181,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness gender,%,2002,PT,Portugal,100,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness gender,%,2003,PT,Portugal,99.64705882,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness gender,%,2004,PT,Portugal,100,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness gender,%,2005,PT,Portugal,100,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness gender,%,2006,PT,Portugal,100,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness gender,%,2007,PT,Portugal,99.8076923,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness gender,%,2008,PT,Portugal,100,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness gender,%,2009,PT,Portugal,100,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness gender,%,2010,PT,Portugal,99.92132179,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness gender,%,2011,PT,Portugal,100,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness gender,%,2012,PT,Portugal,100,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness gender,%,2013,PT,Portugal,99.96485061,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness gender,%,2014,PT,Portugal,92.24890829,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness gender,%,2015,PT,Portugal,98.56084656,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness gender,%,2016,PT,Portugal,99.66194802,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness gender,%,2017,PT,Portugal,99.35116004,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness gender,%,2018,PT,Portugal,99.8758535,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness gender,%,2019,PT,Portugal,100,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness gender,%,2020,PT,Portugal,99.87985582,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,R - resistant isolates,N,2000,PT,Portugal,0,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,R - resistant isolates,N,2001,PT,Portugal,41,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,R - resistant isolates,N,2002,PT,Portugal,8,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,R - resistant isolates,N,2003,PT,Portugal,86,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,R - resistant isolates,N,2004,PT,Portugal,75,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,R - resistant isolates,N,2005,PT,Portugal,109,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,R - resistant isolates,N,2006,PT,Portugal,121,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,R - resistant isolates,N,2007,PT,Portugal,144,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,R - resistant isolates,N,2008,PT,Portugal,149,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,R - resistant isolates,N,2009,PT,Portugal,144,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,R - resistant isolates,N,2010,PT,Portugal,148,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,R - resistant isolates,N,2011,PT,Portugal,120,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,R - resistant isolates,N,2012,PT,Portugal,149,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,R - resistant isolates,N,2013,PT,Portugal,203,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,R - resistant isolates,N,2014,PT,Portugal,198,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,R - resistant isolates,N,2015,PT,Portugal,290,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,R - resistant isolates,N,2016,PT,Portugal,288,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,R - resistant isolates,N,2017,PT,Portugal,240,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,R - resistant isolates,N,2018,PT,Portugal,207,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,R - resistant isolates,N,2019,PT,Portugal,196,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,R - resistant isolates,N,2020,PT,Portugal,171,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,"R - resistant isolates, percentage  ",%,2000,PT,Portugal,-,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,"R - resistant isolates, percentage  ",%,2001,PT,Portugal,29.92700729,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,"R - resistant isolates, percentage  ",%,2002,PT,Portugal,25,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,"R - resistant isolates, percentage  ",%,2003,PT,Portugal,33.85826771,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,"R - resistant isolates, percentage  ",%,2004,PT,Portugal,29.06976744,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,"R - resistant isolates, percentage  ",%,2005,PT,Portugal,37.84722222,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,"R - resistant isolates, percentage  ",%,2006,PT,Portugal,40.60402684,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,"R - resistant isolates, percentage  ",%,2007,PT,Portugal,41.26074498,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,"R - resistant isolates, percentage  ",%,2008,PT,Portugal,43.18840579,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,"R - resistant isolates, percentage  ",%,2009,PT,Portugal,34.28571428,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,"R - resistant isolates, percentage  ",%,2010,PT,Portugal,39.05013192,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,"R - resistant isolates, percentage  ",%,2011,PT,Portugal,29.77667493,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,"R - resistant isolates, percentage  ",%,2012,PT,Portugal,42.93948126,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,"R - resistant isolates, percentage  ",%,2013,PT,Portugal,37.24770642,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,"R - resistant isolates, percentage  ",%,2014,PT,Portugal,32.61943986,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,"R - resistant isolates, percentage  ",%,2015,PT,Portugal,33.25688073,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,"R - resistant isolates, percentage  ",%,2016,PT,Portugal,33.84253819,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,"R - resistant isolates, percentage  ",%,2017,PT,Portugal,25.77873254,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,"R - resistant isolates, percentage  ",%,2018,PT,Portugal,26.6066838,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,"R - resistant isolates, percentage  ",%,2019,PT,Portugal,22.24744608,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,"R - resistant isolates, percentage  ",%,2020,PT,Portugal,19.837587,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,Total tested isolates,N,2000,PT,Portugal,0,
